id,req_id,category,formalized_text,feature_group,original_text,assumptions,constraints,dependencies,detail_analysis,priority,validation_criteria
699,REQ-1-011,Functional,"The system shall implement a 'Rider' user role with the following permissions: Create, Read, and Update their own user profile; Read-only access to the details of assigned delivery tasks; Update access to the status of their assigned deliveries (e.g., picked up, delivered); and Read-only access to ratings and reviews of their own performance.",Platform Core System,"A Rider user role shall be able to create, read, and update their own profile; read assigned delivery tasks; update the status of assigned deliveries; and read ratings and reviews for their performance.",[],[],[],FALSE,high,"['Log in as a Rider and verify the ability to edit their profile information.', 'Verify that a Rider can view the details of a delivery task assigned to them.', 'Verify that a Rider can update the delivery status through the app.', 'Verify that a Rider can view their performance ratings.', 'Verify that a Rider cannot access data for deliveries not assigned to them.']"
700,REQ-1-012,Functional,"The system shall implement an 'Administrator' user role with full Create, Read, Update, and Delete (CRUD) permissions across all data entities within the system, including but not limited to user profiles, orders, vendor stores, and system configurations.",Platform Core System,"An Administrator user role shall have full Create, Read, Update, Delete (CRUD) access on all system data.",['Administrator accounts are provisioned securely and only to trusted personnel.'],[],[],FALSE,high,"['Log in as an Administrator and verify the ability to view, create, edit, and delete records for customers, vendors, and riders.', 'Verify that an Administrator can view and modify any order in the system.', 'Verify that an Administrator can access and change system-wide settings.']"
701,REQ-1-013,NonFunctional,"The system shall implement a dedicated, immutable audit trail to log all data modification actions performed by users with the 'Administrator' role. Each log entry must record the administrator who performed the action, the action taken, the data that was changed, and a timestamp.",Platform Core System,"All administrative actions that modify data (e.g., user suspension, order cancellation, configuration changes) must be logged in a dedicated, immutable audit trail.",[],[],['REQ-1-012'],FALSE,high,"['Perform a data-modifying action as an Administrator (e.g., suspend a user).', 'Verify that a corresponding entry is created in the audit log with the correct details (admin ID, action, target ID, timestamp).', 'Verify that the audit log cannot be modified or deleted through the admin interface.']"
702,REQ-1-014,Functional,"For critical delete operations initiated by an Administrator (e.g., deleting a user account, deleting a vendor store), the user interface shall enforce a two-step confirmation process. The user must first initiate the delete action and then explicitly confirm their choice in a subsequent modal or dialog box before the action is executed.",Platform Core System,Critical delete operations shall require a two-step confirmation process.,[],[],['REQ-1-012'],FALSE,medium,"['As an Administrator, attempt to delete a critical data entity.', 'Verify that a confirmation dialog appears asking for a second confirmation.', 'Verify that canceling the confirmation dialog aborts the delete operation.', 'Verify that confirming the dialog proceeds with the deletion.']"
703,REQ-1-015,Functional,"The system's chat functionality shall enforce role-based permissions. Customers, Vendors, and Riders can only create and read messages within the context of an active order they are directly involved in. Once an order is completed, the associated chat history must become read-only for all parties. Administrators shall have read-only access to all chat logs for all orders.",Platform Core System,"Chat permissions shall be enforced as follows: Customer, Vendor, and Rider roles can create and read messages only for active orders they are party to. Chat history shall become read-only upon order completion. The Administrator role shall have read-only access to all chat logs for support and moderation purposes.",[],[],['REQ-1-081'],FALSE,medium,"['Verify that a customer can only chat with the vendor and rider of their active order.', ""Verify that after an order is marked 'Delivered' or 'Cancelled', the chat input is disabled for all parties."", 'Verify that an Administrator can view the chat history for any order but cannot send messages.', 'Verify a user cannot access the chat logs of an order they are not a party to.']"
704,REQ-1-016,Technical,The system's production environment shall be deployed on Amazon Web Services (AWS) within the `ap-south-1` (Mumbai) region. The infrastructure must be configured to span multiple Availability Zones (Multi-AZ) to ensure high availability and fault tolerance.,Platform Core System,"The system shall be deployed on Amazon Web Services (AWS), initially in the `ap-south-1` (Mumbai) region. The system deployment shall be configured across multiple Availability Zones for high availability.",[],[],['REQ-1-007'],FALSE,high,"['Inspect the AWS infrastructure configuration to confirm deployment in the ap-south-1 region.', 'Verify that critical components like the database and application servers are deployed across at least two different Availability Zones.']"
705,REQ-1-017,Technical,"The project shall maintain a minimum of three separate environments: Development, Staging, and Production. Each environment must be deployed in its own dedicated Amazon Virtual Private Cloud (VPC) to ensure strict network isolation.",Platform Core System,"The project shall maintain separate Development, Staging, and Production environments, with strict network isolation between them using separate VPCs.",[],[],['REQ-1-016'],FALSE,high,"['Confirm the existence of three distinct environments (Dev, Staging, Prod) in AWS.', 'Verify that each environment resides in a separate VPC and that there is no direct network traffic allowed between them, except through controlled gateways if necessary.']"
706,REQ-1-018,Technical,"All backend microservices and their dependencies shall be packaged as Docker containers. The deployment and orchestration of these containers in all environments shall be managed by Kubernetes, using the AWS Elastic Kubernetes Service (EKS).",Platform Core System,"All server-side software dependencies shall be managed via Docker containers, orchestrated by Kubernetes, specifically AWS Elastic Kubernetes Service (EKS).",[],[],['REQ-1-007'],FALSE,high,"['Inspect the CI/CD pipeline to confirm that services are built into Docker images.', 'Verify that the production environment is running on an AWS EKS cluster.', 'Confirm that application services are deployed as pods within the EKS cluster.']"
707,REQ-1-019,Technical,The system's implementation must strictly adhere to the technology stack specified in REQ-TEC-001. Any deviation from this stack requires a formal change request and architectural review.,Platform Core System,The system shall adhere to the technology stack mandated in Section 6.2 of the SRS.,[],"[""Development is restricted to the approved list of technologies, frameworks, and services.""]",['REQ-1-111'],FALSE,high,"['Conduct a code review to confirm that frontend, backend, and data tier technologies match the specified stack.', 'Verify that infrastructure is managed and deployed using the specified tools (e.g., Terraform, EKS).']"
708,REQ-1-020,Functional,The system shall provide 'Cash on Delivery' (COD) as a selectable payment option for customers during the checkout process.,Platform Core System,The platform shall support Cash on Delivery (COD) as a payment method.,[],[],['REQ-1-054'],FALSE,high,"[""During order placement, verify that 'Cash on Delivery' is available as a payment method."", 'Select COD and successfully place an order.', 'Verify the order record correctly indicates it is a COD order.']"
709,REQ-1-021,NonFunctional,"The system shall comply with India's DPDP Act, 2023. During user onboarding, the system must present users with clear, granular consent options for the collection and processing of their personal data. The system must also provide a mechanism for users to view and manage their given consents after registration.",Platform Core System,"The system must comply with India's Digital Personal Data Protection Act (DPDP), 2023, by providing mechanisms for explicit, granular user consent management during onboarding and for data access requests.",[],"[""All data processing activities must be mapped to a legal basis under the DPDP Act.""]",[],FALSE,high,"['During the registration flow, verify that a clear consent form is displayed before account creation.', 'Verify that the consent form allows users to opt-in to specific data processing activities (e.g., marketing notifications) separately.', 'Verify that a logged-in user has a section in their profile to review and change their consent settings.']"
710,REQ-1-022,NonFunctional,"The system shall classify all Personally Identifiable Information (PII), including names, phone numbers, addresses, and government ID numbers, as sensitive data. This data must be protected by strict, role-based access controls and must be encrypted at rest in all storage systems (databases, file storage, etc.).",Platform Core System,"All Personally Identifiable Information (PII) such as name, phone number, address, and government IDs shall be classified as sensitive and protected with strict access controls and encryption at rest.",[],[],['REQ-1-097'],FALSE,high,"['Verify that database encryption at rest is enabled for the primary database.', 'Attempt to access PII directly from a service that does not own the data and verify the request is denied.', 'Review access control policies to ensure only authorized roles and services can access PII.']"
711,REQ-1-023,Functional,"The system shall implement a 'right to erasure' function that, upon a user's request, anonymizes their PII in all associated records. Personal data (name, address, contact info) in historical orders and transactions must be replaced with generic, non-identifiable placeholders. Non-personal transactional data (item details, amounts, timestamps) must be preserved for financial auditing.",Platform Core System,"The right to erasure shall be implemented by anonymizing the user's PII in historical order and transaction records, replacing personal details with generic placeholders (e.g., 'Deleted User'), while preserving the non-personal transactional data required for financial audits.",[],[],['REQ-1-021'],FALSE,high,"['Trigger the erasure process for a test user with historical orders.', ""Verify that the user's account is deactivated and their profile PII is deleted."", 'Inspect the historical order records for that user and confirm that fields like customer name and delivery address have been replaced with placeholders.', 'Verify that order totals, items, and transaction IDs remain intact.']"
712,REQ-1-024,Functional,"During the account deletion/erasure process, the system shall display a clear message to the user informing them that while their personal information will be removed, anonymized transactional data will be retained for legal and financial compliance.",Platform Core System,The user shall be informed about this necessary data retention during the erasure process.,[],[],['REQ-1-023'],FALSE,medium,"['Initiate the account deletion process.', 'Verify that the confirmation screen includes text explaining the retention of anonymized transactional data.']"
713,REQ-1-025,Functional,"The system shall provide fields in the vendor profile for storing mandatory license information, including the license number and expiry date, for vendors in regulated categories (e.g., food, pharmaceuticals). All create, update, or delete operations on this license information must be recorded in an audit log.",Platform Core System,"For vendors requiring licenses (e.g., FSSAI, drug licenses), the system must store the license number and expiry date. ... All changes to license information must be recorded in an audit log.",[],[],[],FALSE,high,"['In the vendor dashboard, verify the presence of fields for license number and expiry date.', 'Enter and save license information for a vendor.', 'Verify that the information is stored correctly.', 'Check the audit log to confirm that the creation of the license record was logged.']"
714,REQ-1-026,Functional,"The system shall implement a scheduled job that automatically sends reminder notifications to vendors regarding their upcoming license expiry. These notifications must be sent at intervals of 30, 15, and 7 days before the stored expiry date.",Platform Core System,"The system shall send automated reminder notifications to the vendor 30, 15, and 7 days before license expiry.",['A notification service (email or push) is available and configured.'],[],['REQ-1-025'],FALSE,medium,"['Create a vendor with a license expiring in 31 days.', 'Advance the system date by one day and verify that a 30-day reminder notification is sent.', 'Repeat the process for the 15-day and 7-day marks and verify notifications are sent.']"
715,REQ-1-027,Functional,"The system shall automatically change a vendor's status to 'inactive' or 'suspended' if their stored license expiry date is in the past. While in this state, the vendor must be prevented from accepting new orders. The system must also display a prominent notification on the vendor's dashboard informing them of their expired license.",Platform Core System,The system shall automatically prevent the vendor from accepting new orders if their license is expired and notify them of the license status.,[],[],['REQ-1-025'],FALSE,high,"[""Set a vendor's license expiry date to yesterday."", ""Verify that the vendor's store is no longer visible to customers or that new orders cannot be placed."", 'Log in as the vendor and verify that a clear notification about the expired license is displayed.', 'Verify that any incoming order management controls are disabled.']"
716,REQ-1-028,NonFunctional,"The system shall implement resilience patterns for all critical third-party API integrations (payment, mapping, notifications). This must include robust error handling, circuit breaker patterns to prevent cascading failures during service outages, and defined fallback mechanisms where feasible.",Platform Core System,"The platform's functionality shall be critically dependent on the availability and correctness of APIs from third-party payment gateways, mapping services... The system must implement robust error handling, circuit breakers, and fallback mechanisms for third-party service outages.",[],[],['REQ-1-008'],FALSE,high,"['Simulate a timeout or 5xx error from the payment gateway API during checkout. Verify that the system handles the error gracefully and provides a clear message to the user without crashing.', 'Simulate an outage of the mapping service. Verify that the circuit breaker trips after a configured number of failures.', 'Verify that fallback mechanisms, such as disabling a feature temporarily, are activated during a prolonged third-party outage.']"
717,REQ-1-029,Functional,"The system shall enforce a maximum order value for orders using the Cash on Delivery (COD) payment method. This limit must be configurable by an Administrator via the admin dashboard. The default value for this limit shall be set to ₹2,500.",Platform Core System,"The system shall enforce an administrator-configurable maximum order value for Cash on Delivery (COD) orders, with a default limit of ₹2,500.",[],[],['REQ-1-020'],FALSE,medium,"['Verify in the admin dashboard that there is a setting to configure the COD max order value, and its default is ₹2,500.', 'Attempt to place a COD order with a total value exceeding the configured limit. Verify the system prevents checkout and displays an appropriate error message.', 'Change the limit in the admin dashboard and verify the new limit is enforced.']"
718,REQ-1-030,Functional,"The system shall enforce a maximum delivery radius for each operational zone, calculated from the vendor's location. This radius must be configurable by an Administrator. The default value for the delivery radius shall be 7 kilometers.",Platform Core System,"The system shall enforce an administrator-configurable delivery radius for each operational zone, with a default limit of 7 kilometers from the vendor's location.",['The system has accurate geocoordinates for both vendor and customer locations.'],[],['REQ-1-080'],FALSE,medium,"['Verify that an Administrator can define and modify the delivery radius for an operational zone.', 'As a customer, select a delivery address outside the configured radius for a vendor. Verify the system prevents order placement from that vendor.', 'Verify the default radius for a new zone is 7 km.']"
719,REQ-1-031,Functional,The system shall allow a customer to cancel an order with a full refund if the cancellation is initiated within 60 seconds of the order being placed. The system must automatically process the full refund to the original payment source for online payments.,Platform Core System,The system shall enforce a strict cancellation policy. Customers can cancel an order for a full refund within 60 seconds of placement.,[],[],['REQ-1-077'],FALSE,medium,"['Place an online payment order.', 'Within 60 seconds, initiate cancellation from the customer app.', ""Verify the order status changes to 'Cancelled'."", 'Verify that a full refund is processed successfully.']"
720,REQ-1-032,Functional,"The system shall apply a fixed cancellation fee if a customer cancels an order after a rider has already been assigned to it. This fee must be configurable by an Administrator, with a default value of ₹50. The refund processed will be the total order amount minus this fee.",Platform Core System,"A fixed cancellation fee, configurable by an administrator with a default of ₹50, shall be applied if the cancellation occurs after a rider has been assigned to the order.",[],[],"['REQ-1-031', 'REQ-1-078']",FALSE,medium,"['Place an order and wait for a rider to be assigned.', 'Initiate cancellation from the customer app.', ""Verify the order status changes to 'Cancelled'."", 'For an online payment, verify the refund amount is the order total less the configured cancellation fee.', 'Verify the default fee is ₹50 and that it can be changed by an admin.']"
721,REQ-1-033,Functional,"The system shall calculate and apply a commission fee on each completed order. The commission must be calculated as a percentage of the order subtotal (before taxes and delivery fees). The commission rate must be configurable by an Administrator at a per-vendor or per-vendor-category level, with a system-wide default of 15%.",Platform Core System,"The platform shall apply a commission on the order subtotal (exclusive of taxes and delivery fees). The commission percentage shall be configurable by an administrator per vendor or vendor category, with a default rate of 15%.",[],[],['REQ-1-082'],FALSE,high,"['Verify that for a completed order, the commission recorded is correctly calculated based on the order subtotal and the applicable commission rate.', 'Verify an Administrator can set a specific commission rate for an individual vendor.', 'Verify an Administrator can set a commission rate for a category of vendors.', 'Verify that if no specific rate is set, the default of 15% is used.']"
722,REQ-1-034,Functional,"The system shall settle rider earnings on a weekly basis. The settlement process must trigger an automated bank transfer to the rider's registered bank account, following a T+2 banking day settlement cycle (i.e., funds are credited two banking days after the settlement is initiated).",Platform Core System,Rider earnings shall be settled weekly via automated bank transfer on a T+2 banking day settlement cycle.,[],"[""Dependent on the capabilities of the bulk payout API provider."",""Excludes non-banking days (weekends, public holidays) from the T+2 calculation.""]",['REQ-1-084'],FALSE,high,"['Verify that a scheduled job exists to process rider payouts weekly.', 'Verify that the payout amount correctly aggregates all earnings for the settlement period.', 'Verify that the system correctly calculates the target credit date based on the T+2 banking day rule.']"
723,REQ-1-035,Functional,"The system shall provide a registration flow for new Customers using a mobile number as the primary identifier. The mobile number must be validated to ensure it conforms to Indian mobile number standards (e.g., 10 digits, valid starting digit). Account ownership must be verified by sending a One-Time Password (OTP) to the provided number, which the user must enter correctly to complete registration.",Platform Core System,"The system shall allow a new Customer to register using a mobile number, which shall be verified via a One-Time Password (OTP). The system shall validate the mobile number format against Indian standards.",[],[],[],FALSE,high,"['Attempt to register with an invalid Indian mobile number format (e.g., 9 digits) and verify an error is shown.', 'Enter a valid mobile number and verify an OTP is received via SMS.', 'Enter the correct OTP and verify the customer account is created.', 'Enter an incorrect OTP and verify registration fails.']"
724,REQ-1-036,Functional,"The system shall provide a registration flow for new Vendors. The flow must collect business name, address, contact information, and allow for the upload of required documents (e.g., GST certificate, FSSAI license). Upon submission, the new vendor account shall be created with a status of `pending_verification` and must be manually approved by an Administrator before it can become active.",Platform Core System,"The system shall allow a new Vendor to initiate registration by providing business name, address, contact info, and uploading required documents including GST certificate and FSSAI license (if applicable); the account status shall be `pending_verification` until an administrator approves it.",[],[],['REQ-1-079'],FALSE,high,"['Complete the vendor registration form and upload the required documents.', ""Verify that the vendor account is created with a 'pending_verification' status."", 'Verify the vendor cannot log in or operate their store until an admin approves the account.', 'As an admin, verify the new vendor appears in the verification queue.']"
725,REQ-1-037,Functional,"The system shall provide a registration flow for new Riders. The flow must collect personal details, driver's license information, vehicle registration, bank account details for payouts, and allow for the upload of identity documents (e.g., Aadhaar, PAN card). Upon submission, the new rider account shall be created with a status of `pending_verification` and must be manually approved by an Administrator before it can become active.",Platform Core System,"The system shall allow a new Rider to initiate registration by providing personal details, driver's license, vehicle registration, bank details, and identity documents including Aadhaar and PAN card; the account status shall be `pending_verification` until an administrator approves it.",[],[],['REQ-1-079'],FALSE,high,"['Complete the rider registration form and upload the required documents.', ""Verify that the rider account is created with a 'pending_verification' status."", 'Verify the rider cannot log in or receive tasks until an admin approves the account.', 'As an admin, verify the new rider appears in the verification queue.']"
726,REQ-1-038,Functional,"The system shall prevent the creation of duplicate accounts. If a user attempts to register with a mobile number or email address that already exists in the system, the registration shall be blocked, and a clear error message indicating the conflict shall be displayed. The P95 latency for the registration submission API endpoint shall be less than 500ms.",Platform Core System,The system shall display a clear error message if a user attempts to register with an already existing mobile number or email. The API response for a registration submission shall be less than 500ms.,[],[],"['REQ-1-035', 'REQ-1-036', 'REQ-1-037']",FALSE,high,"['Register a new user with a specific mobile number.', 'Attempt to register a second user with the same mobile number and verify an error is displayed.', 'Measure the API response time for registration submissions under load and verify the 95th percentile is below 500ms.']"
727,REQ-1-039,Functional,"The system shall provide a login mechanism for all registered users based on their mobile number. Upon entering their mobile number, the system shall send a One-Time Password (OTP) via SMS, which the user must enter correctly to be authenticated.",Platform Core System,The system shall allow a registered user to log in with their mobile number and an OTP sent to their registered mobile number.,[],[],['REQ-1-035'],FALSE,high,"['Enter the mobile number of a registered user into the login screen.', 'Verify that an OTP is received on the registered mobile device.', 'Enter the correct OTP and verify that the user is successfully logged in.']"
728,REQ-1-040,NonFunctional,"Upon successful OTP-based authentication, the authentication service shall issue a pair of JSON Web Tokens (JWTs): a short-lived access token for API authorization and a long-lived refresh token. The refresh token must be securely stored on the client device. The system must invalidate the refresh token when the user explicitly logs out or when suspicious activity is detected.",Platform Core System,"Upon successful OTP validation, the system shall issue a JSON Web Token (JWT) access token and a refresh token. Refresh tokens must be stored securely on the client device and be invalidated upon logout or suspicious activity.",[],[],['REQ-1-039'],FALSE,high,"[""After a successful login, inspect the client application's storage to verify the presence of an access token and a refresh token."", 'Verify the access token has a short expiry (e.g., 15 minutes) and the refresh token has a long expiry (e.g., 30 days).', 'Log out of the application and verify that the stored refresh token is no longer valid for generating new access tokens.']"
729,REQ-1-041,NonFunctional,"The system shall implement security measures for the OTP login process. Rate limiting must be applied to OTP generation requests for a single mobile number. If a user enters an invalid OTP, a clear error message must be shown. After 5 consecutive failed OTP entry attempts for an account, the account shall be temporarily locked from further login attempts for a configurable period.",Platform Core System,The system shall implement rate limiting on OTP generation requests to prevent abuse. The system shall display an error message for an invalid OTP entry and temporarily lock an account after 5 consecutive failed OTP attempts.,[],[],['REQ-1-039'],FALSE,high,"['Request OTPs for the same number multiple times in quick succession and verify that subsequent requests are blocked by rate limiting.', 'Enter an incorrect OTP and verify an error message is displayed.', 'Enter incorrect OTPs 5 times in a row. On the 6th attempt, verify that the login is blocked and a message about the temporary lock is shown.']"
730,REQ-1-042,NonFunctional,"The end-to-end user login process, measured from the moment the user requests an OTP to the moment the client receives the JWTs after successful validation, shall have a P95 latency of less than 3 seconds under normal network conditions.",Platform Core System,"The login process, from OTP request to token issuance, shall complete within 3 seconds.",[],"[""This is dependent on the latency of the third-party SMS gateway.""]",['REQ-1-039'],FALSE,medium,"['Measure the time taken for the complete login flow across multiple attempts.', 'Verify that the 95th percentile of these measurements is under 3 seconds.']"
731,REQ-1-043,Functional,"The system shall provide a profile management section for logged-in Customers. This section must allow the customer to update their name and email address. It must also allow them to add, edit, and delete multiple delivery addresses.",Platform Core System,"The system shall allow a logged-in Customer to manage their name, email, and multiple delivery addresses.",[],[],['REQ-1-009'],FALSE,high,"['Log in as a customer and navigate to the profile section.', 'Successfully update the name and email.', 'Successfully add a new delivery address.', 'Successfully edit an existing delivery address.', 'Successfully delete a delivery address.']"
732,REQ-1-044,Functional,"The system shall provide a store profile management section for logged-in Vendors. This section must allow the vendor to update their store's name, physical address, public contact details, and daily business hours.",Platform Core System,"The system shall allow a logged-in Vendor to manage their store profile, including name, address, contact details, and business hours.",[],[],['REQ-1-010'],FALSE,high,"['Log in as a vendor and navigate to the store profile section.', 'Successfully update the store name, address, and contact details.', 'Successfully set or update the business hours for each day of the week.']"
733,REQ-1-045,Functional,"The system shall provide a profile management section for logged-in Riders. This section must allow the rider to update their personal contact information, their vehicle details (e.g., make, model, license plate), and their bank account information for receiving payouts.",Platform Core System,"The system shall allow a logged-in Rider to manage their personal contact information, vehicle details, and bank account for payouts.",[],[],['REQ-1-011'],FALSE,high,"['Log in as a rider and navigate to the profile section.', 'Successfully update contact information.', 'Successfully update vehicle details.', 'Successfully update bank account details.']"
734,REQ-1-046,NonFunctional,"The system shall automatically trigger a notification (e.g., SMS or email) to a user whenever a change is made to their sensitive Personally Identifiable Information (PII) or financial information. This includes changes to their email, phone number, or bank account details.",Platform Core System,All changes to PII or financial information must trigger a notification to the user.,[],[],"['REQ-1-043', 'REQ-1-045']",FALSE,high,"['Change the email address for a customer account and verify a notification is sent to the old and/or new email address.', ""Change the bank account details for a rider account and verify an SMS notification is sent to the rider's registered mobile number.""]"
735,REQ-1-047,Functional,"The main screen of the customer mobile application shall display a list of available vendors, sorted or filtered based on proximity to the customer's current GPS location.",Platform Core System,The customer application shall display a list of vendors based on the customer's current GPS location.,[],"[""Requires user to grant location permissions.""]",[],FALSE,high,"['Open the customer app and grant location permissions.', 'Verify that a list of vendors is displayed.', 'Verify that vendors closer to the current location appear more prominently or earlier in the list than those farther away.']"
736,REQ-1-048,Functional,The customer application shall include a search functionality that allows users to search for vendors or products. The search algorithm must support partial word matching and provide a degree of typo tolerance. The P95 latency for returning search results shall be under 500ms.,Platform Core System,"It shall provide a search bar to allow searching for specific stores or items, with support for partial matches and typo tolerance. ... Search results shall be returned in under 500ms.",[],[],[],FALSE,high,"[""Search for 'piz' and verify that vendors or items with 'pizza' appear in the results."", ""Search for 'piza' (a typo) and verify that 'pizza' results are still returned."", 'Measure the API response time for search queries under load and verify the 95th percentile is below 500ms.']"
737,REQ-1-049,Functional,"The system shall provide filtering options on the vendor and product discovery pages. Customers must be able to filter the displayed results by category/cuisine, average user rating, and price range.",Platform Core System,"The system shall allow customers to filter search results by category, cuisine, rating, and price range.",[],[],"['REQ-1-047', 'REQ-1-048']",FALSE,medium,"[""On the vendor list page, apply a '4+ star' rating filter and verify only vendors with an average rating of 4 or higher are shown."", ""Apply a cuisine filter (e.g., 'Italian') and verify only relevant vendors are shown."", 'Apply a price range filter and verify the results comply with the selection.']"
738,REQ-1-050,Functional,"The system shall display a stock status indicator on each product listing. The status must be one of 'Available', 'Limited Stock', or 'Out of Stock'. The system must prevent customers from adding any item marked as 'Out of Stock' to their shopping cart.",Platform Core System,"Each product listing shall display a stock status of 'Available,' 'Limited Stock,' or 'Out of Stock'. The system shall prevent customers from adding 'Out of Stock' items to their cart.",[],[],['REQ-1-066'],FALSE,high,"[""View a product with a high stock quantity and verify its status is 'Available'."", ""View a product with a stock quantity below the 'Limited Stock' threshold and verify its status."", ""View a product with zero stock and verify its status is 'Out of Stock'."", ""Attempt to add an 'Out of Stock' item to the cart and verify the action is blocked.""]"
739,REQ-1-051,Functional,The system shall display the 'Limited Stock' status for a product when its numerical stock quantity falls below a specific threshold. This threshold must be configurable by the vendor on a per-product or store-wide basis.,Platform Core System,The 'Limited Stock' status shall be displayed when the stock quantity falls below a vendor-configurable threshold.,[],[],['REQ-1-050'],FALSE,medium,"[""Log in as a vendor and set the 'Limited Stock' threshold to 5 for a product."", ""Set the product's stock to 6. As a customer, verify the status is 'Available'."", ""Set the product's stock to 5. As a customer, verify the status is 'Limited Stock'.""]"
